,CO_MUNICIPIO_RESIDENCIA,NO_MUNICIPIO_RESIDENCIA,CO_UF_RESIDENCIA,SG_UF_RESIDENCIA,NU_NOTA_REDACAO,NU_NOTA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC
4760,4307500,Espumoso,43,RS,605.7872340425532,541.2548936170215,486.5217021276596,522.2506382978723,526.2502127659574
4761,4307559,Estação,43,RS,578.780487804878,525.181707317073,482.30975609756115,520.8292682926829,532.278048780488
4762,4307609,Estância Velha,43,RS,580.7589285714286,549.0678571428574,486.4243303571432,523.2493303571426,539.3662946428573
4763,4307708,Esteio,43,RS,579.5968448729185,536.3652059596844,482.1724802804558,528.2600350569676,537.8423312883436
4764,4307807,Estrela,43,RS,629.3630573248407,585.3754777070062,512.4563694267515,549.2089171974523,548.2898089171978
4765,4307815,Estrela Velha,43,RS,629.6428571428571,521.942857142857,467.85357142857146,518.4875000000001,525.1535714285714
4766,4307831,Eugênio de Castro,43,RS,555.0,542.3916666666667,494.89999999999986,526.1999999999999,530.1541666666666
4767,4307864,Fagundes Varela,43,RS,538.6666666666666,493.2422222222223,458.7733333333333,478.18222222222226,491.71111111111105
4768,4307906,Farroupilha,43,RS,592.6684636118598,554.6836927223725,483.64703504043115,531.3704851752019,541.9087601078162
4769,4308003,Faxinal do Soturno,43,RS,581.2068965517242,558.9293103448276,491.1120689655173,525.3801724137932,523.169827586207
4770,4308052,Faxinalzinho,43,RS,531.3333333333334,479.52666666666676,477.15999999999997,499.85333333333347,492.88
4771,4308078,Fazenda Vilanova,43,RS,580.0,565.2375000000001,482.6624999999999,525.175,549.6875
4772,4308102,Feliz,43,RS,652.2480620155038,587.5968992248061,513.1565891472869,550.0852713178296,545.5728682170543
4773,4308201,Flores da Cunha,43,RS,634.0213523131673,569.7658362989326,495.1918149466191,535.3736654804275,541.3096085409252
4774,4308250,Floriano Peixoto,43,RS,547.8260869565217,532.908695652174,475.0347826086956,530.1913043478262,523.9565217391304
4775,4308300,Fontoura Xavier,43,RS,577.3913043478261,490.9547826086957,453.6895652173911,496.2956521739129,513.8243478260871
4776,4308409,Formigueiro,43,RS,563.939393939394,507.07575757575756,463.17575757575764,516.9727272727272,523.769696969697
4777,4308433,Forquetinha,43,RS,565.0,542.175,490.775,532.5,529.825
4778,4308458,Fortaleza dos Valos,43,RS,531.1764705882352,504.61764705882354,452.20735294117657,485.12794117647064,498.8073529411765
4779,4308508,Frederico Westphalen,43,RS,633.0743243243244,542.7486486486488,489.3775337837841,529.4672297297299,534.4932432432431
4780,4308607,Garibaldi,43,RS,624.2857142857143,565.0883116883114,495.95941558441547,531.4646103896105,539.7525974025972
4781,4308656,Garruchos,43,RS,512.5,506.0666666666666,469.4458333333334,505.50416666666666,501.3
4782,4308706,Gaurama,43,RS,598.5882352941177,533.8576470588234,475.79529411764685,509.93529411764706,528.5670588235292
4783,4308805,General Câmara,43,RS,498.4269662921348,512.5595505617977,466.77865168539336,510.90449438202245,514.9595505617979
4784,4308854,Gentil,43,RS,607.5,510.73125,497.46875,532.0124999999999,530.8374999999999
4785,4308904,Getúlio Vargas,43,RS,596.6222222222223,541.0906666666666,480.8431111111112,525.7324444444445,530.2542222222223
4786,4309001,Giruá,43,RS,555.4901960784314,519.1245098039216,484.0995098039216,511.12647058823524,519.7357843137252
4787,4309050,Glorinha,43,RS,560.9230769230769,514.8923076923076,483.6261538461537,520.0123076923077,531.0138461538461
4788,4309100,Gramado,43,RS,602.126245847176,555.8857142857144,490.7720930232557,533.0687707641197,547.3176079734214
4789,4309126,Gramado dos Loureiros,43,RS,540.0,555.8714285714286,477.9809523809524,535.5190476190477,516.7285714285715
4790,4309159,Gramado Xavier,43,RS,536.1538461538462,500.99615384615385,466.28846153846155,494.4961538461539,509.54615384615386
4791,4309209,Gravataí,43,RS,573.6653609401232,530.7543088975922,483.42501398992704,526.1329882484603,538.7752937884723
4792,4309258,Guabiju,43,RS,597.5,521.025,473.31875,489.66875,513.28125
4793,4309308,Guaíba,43,RS,567.7432164129715,516.5115817339508,469.7355393778959,517.1505625413632,532.551091992058
4794,4309407,Guaporé,43,RS,620.1481481481482,557.3396296296298,488.69851851851877,533.0774074074077,540.0070370370366
4795,4309506,Guarani das Missões,43,RS,572.8275862068965,513.883448275862,468.9793103448276,505.7303448275862,511.97034482758596
4796,4309555,Harmonia,43,RS,598.4848484848485,580.2257575757578,504.6621212121212,526.239393939394,540.3348484848484
4797,4309571,Herveiras,43,RS,517.1428571428571,489.50476190476195,460.7095238095238,482.852380952381,502.1999999999999
4798,4309605,Horizontina,43,RS,565.377358490566,554.2490566037735,486.53443396226425,521.4783018867922,536.8132075471697
4799,4309654,Hulha Negra,43,RS,490.0,463.2290322580643,436.9112903225808,482.42419354838717,494.7983870967742
4800,4309704,Humaitá,43,RS,608.6075949367089,535.749367088608,492.45822784810116,522.2746835443037,522.1443037974683
4801,4309753,Ibarama,43,RS,674.7222222222222,524.0250000000002,473.25,518.3555555555556,520.5569444444444
4802,4309803,Ibiaçá,43,RS,593.7254901960785,542.4980392156863,483.94901960784324,505.46666666666664,521.3470588235293
4803,4309902,Ibiraiaras,43,RS,573.7209302325581,512.5732558139533,456.6941860465115,506.71162790697673,509.06279069767425
4804,4309951,Ibirapuitã,43,RS,575.4166666666666,515.8479166666666,434.12499999999983,504.7333333333335,505.7875000000001
4805,4310009,Ibirubá,43,RS,614.8175182481751,562.4883211678832,501.34963503649686,538.4934306569344,542.9273722627743
4806,4310108,Igrejinha,43,RS,574.0785498489425,533.482175226586,475.0867069486409,523.9447129909366,536.8332326283985
4807,4310207,Ijuí,43,RS,604.32,567.9376800000007,509.4772000000007,543.8632000000007,544.7356000000009
4808,4310306,Ilópolis,43,RS,633.1034482758621,558.7896551724137,485.5241379310345,523.796551724138,531.8862068965519
4809,4310330,Imbé,43,RS,562.1008403361344,531.6894957983196,483.0285714285711,517.8298319327733,532.6974789915964
4810,4310363,Imigrante,43,RS,612.9411764705883,583.4235294117648,509.1941176470589,552.1705882352941,543.535294117647
4811,4310405,Independência,43,RS,602.1052631578947,539.5842105263158,484.3915789473684,521.5294736842102,531.76
4812,4310413,Inhacorá,43,RS,483.44827586206895,467.951724137931,424.23793103448264,476.7827586206897,477.7068965517242
4813,4310439,Ipê,43,RS,540.3921568627451,532.8352941176469,459.507843137255,499.15294117647056,523.3666666666666
4814,4310462,Ipiranga do Sul,43,RS,561.0526315789474,515.2947368421054,447.98947368421057,496.78421052631575,504.5368421052631
4815,4310504,Iraí,43,RS,565.4945054945055,506.45054945054915,464.35714285714283,498.1230769230769,512.3956043956043
4816,4310538,Itaara,43,RS,577.0114942528736,516.6471264367818,476.34942528735615,521.4333333333332,521.6505747126438
4817,4310553,Itacurubi,43,RS,482.22222222222223,494.43888888888875,427.80833333333334,483.4166666666667,492.8166666666666
4818,4310579,Itapuca,43,RS,566.6666666666666,485.9916666666666,435.59999999999997,463.2375,486.76666666666665
4819,4310603,Itaqui,43,RS,553.0254777070064,496.6200636942669,461.1781847133762,505.47595541401284,516.4902866242038
4820,4310652,Itati,43,RS,540.4444444444445,524.9177777777778,468.34888888888906,510.0377777777779,523.0111111111111
4821,4310702,Itatiba do Sul,43,RS,549.7872340425532,517.7595744680852,474.9021276595746,527.4595744680851,515.1531914893617
4822,4310751,Ivorá,43,RS,641.025641025641,564.7230769230769,496.1589743589741,533.9282051282053,527.3435897435897
4823,4310801,Ivoti,43,RS,611.9367588932806,586.4328063241109,501.05494071146234,531.6312252964425,546.1458498023716
4824,4310850,Jaboticaba,43,RS,617.1428571428571,512.9303571428569,472.0,510.35892857142875,523.6339285714287
4825,4310876,Jacuizinho,43,RS,524.0,449.76000000000005,421.7399999999999,447.56499999999994,476.025
4826,4310900,Jacutinga,43,RS,587.6190476190476,553.5119047619048,485.4595238095237,524.7785714285715,527.1761904761904
4827,4311007,Jaguarão,43,RS,564.8351648351648,521.2384615384615,469.89340659340655,516.1956043956042,530.0379120879121
4828,4311106,Jaguari,43,RS,536.1748633879781,519.2153005464484,482.4540983606555,508.2032786885244,515.4885245901636
4829,4311122,Jaquirana,43,RS,529.2307692307693,495.1,462.63076923076915,483.08461538461535,502.5769230769231
4830,4311130,Jari,43,RS,530.6976744186046,510.02093023255827,461.9209302325582,503.72325581395353,522.620930232558
4831,4311155,Jóia,43,RS,564.6511627906976,511.1441860465117,469.4767441860465,515.0139534883718,517.746511627907
4832,4311205,Júlio de Castilhos,43,RS,560.5896805896806,508.53194103194073,478.2719901719899,508.19213759213795,516.5884520884518
4833,4311239,Lagoa Bonita do Sul,43,RS,571.2,531.116,456.26000000000005,488.8119999999999,500.348
4834,4311254,Lagoão,43,RS,571.8367346938776,504.00816326530605,445.8877551020406,486.130612244898,514.465306122449
4835,4311270,Lagoa dos Três Cantos,43,RS,556.4705882352941,546.9882352941178,472.2117647058824,506.3882352941177,511.59411764705874
4836,4311304,Lagoa Vermelha,43,RS,593.2602739726027,526.8312328767123,479.4687671232874,518.3030136986304,528.9136986301363
4837,4311403,Lajeado,43,RS,664.2134831460675,605.7244382022465,524.0359550561798,563.3776685393257,563.1289325842703
4838,4311429,Lajeado do Bugre,43,RS,539.2857142857143,464.5000000000001,448.0571428571429,480.5142857142858,492.83571428571435
4839,4311502,Lavras do Sul,43,RS,513.4090909090909,498.5795454545454,457.6738636363635,498.5738636363638,520.505681818182
4840,4311601,Liberato Salzano,43,RS,572.4675324675325,503.5428571428572,475.47792207792213,511.19999999999993,521.0376623376626
4841,4311627,Lindolfo Collor,43,RS,558.0392156862745,544.249019607843,480.8588235294117,519.664705882353,525.9490196078432
4842,4311643,Linha Nova,43,RS,548.5714285714286,549.4428571428572,501.77142857142854,537.7285714285715,537.1142857142856
4843,4311700,Machadinho,43,RS,577.7272727272727,533.2454545454544,488.89090909090913,521.2340909090909,521.7840909090908
4844,4311718,Maçambará,43,RS,498.3333333333333,461.12500000000017,450.85833333333335,468.3229166666665,480.9833333333334
4845,4311734,Mampituba,43,RS,549.047619047619,522.8523809523809,466.2880952380952,506.2809523809524,516.052380952381
4846,4311759,Manoel Viana,43,RS,520.0,488.5951923076921,458.0423076923079,494.6076923076923,504.10288461538454
4847,4311775,Maquiné,43,RS,571.25,508.85833333333335,467.45,510.42812499999974,518.3229166666666
4848,4311791,Maratá,43,RS,609.0322580645161,560.2645161290321,483.1548387096775,531.2483870967741,541.2612903225807
4849,4311809,Marau,43,RS,622.9538461538461,538.940153846154,485.1464615384614,523.1419999999998,529.7344615384618
4850,4311908,Marcelino Ramos,43,RS,557.0491803278688,520.9131147540982,469.09344262295076,513.360655737705,523.1426229508197
4851,4311981,Mariana Pimentel,43,RS,513.2075471698113,502.58867924528295,453.7679245283017,495.54716981132077,511.52264150943404
4852,4312005,Mariano Moro,43,RS,584.0,527.4133333333333,524.6,534.92,539.0333333333334
4853,4312054,Marques de Souza,43,RS,578.75,566.38125,500.79375,553.475,548.05625
4854,4312104,Mata,43,RS,556.8115942028985,508.5159420289855,463.51884057971006,503.18840579710144,505.66086956521724
4855,4312138,Mato Castelhano,43,RS,557.0,504.96999999999997,485.78000000000003,519.215,522.775
4856,4312153,Mato Leitão,43,RS,680.4,595.4399999999999,488.9140000000001,528.1160000000001,540.3639999999999
4857,4312179,Mato Queimado,43,RS,608.2926829268292,532.7487804878049,462.490243902439,497.7926829268292,509.15365853658545
4858,4312203,Maximiliano de Almeida,43,RS,570.5714285714286,534.7757142857143,484.18428571428564,507.13857142857137,523.0742857142859
4859,4312252,Minas do Leão,43,RS,571.0843373493976,508.832530120482,453.520481927711,501.58554216867475,521.120481927711
4860,4312302,Miraguaí,43,RS,527.9245283018868,492.69056603773595,461.80566037735866,496.6698113207547,499.0283018867925
4861,4312351,Montauri,43,RS,627.2727272727273,597.609090909091,512.5909090909091,529.8636363636365,533.6818181818181
4862,4312377,Monte Alegre dos Campos,43,RS,536.9230769230769,498.0076923076922,430.4307692307693,492.0692307692308,511.53846153846155
4863,4312385,Monte Belo do Sul,43,RS,630.9090909090909,591.1681818181819,493.66818181818195,532.7227272727273,531.6772727272727
4864,4312401,Montenegro,43,RS,586.4985163204748,549.2675074183971,487.2425816023744,529.1759643916915,541.8580118694362
4865,4312427,Mormaço,43,RS,540.6060606060606,470.1363636363637,457.7242424242423,477.59393939393954,492.0999999999999
4866,4312443,Morrinhos do Sul,43,RS,561.1940298507462,523.0656716417909,461.3985074626865,499.44626865671654,499.07910447761185
4867,4312450,Morro Redondo,43,RS,527.2727272727273,525.0818181818182,475.60681818181826,499.51022727272743,513.1249999999999
4868,4312476,Morro Reuter,43,RS,624.3137254901961,552.8588235294118,487.0313725490196,533.0411764705885,539.0823529411763
4869,4312500,Mostardas,43,RS,545.46875,498.0812500000001,452.3601562500001,497.3710937499999,522.565625
4870,4312609,Muçum,43,RS,551.1764705882352,530.5735294117648,467.84117647058827,510.33235294117634,524.5323529411764
4871,4312617,Muitos Capões,43,RS,575.2,504.49999999999994,466.388,487.376,503.41200000000003
4872,4312625,Muliterno,43,RS,513.3333333333334,500.7199999999999,473.6066666666666,522.2266666666667,512.8
4873,4312658,Não-Me-Toque,43,RS,576.3636363636364,541.7260330578514,485.5694214876029,521.295867768595,531.2214876033061
4874,4312674,Nicolau Vergueiro,43,RS,412.3076923076923,491.0000000000001,452.7615384615384,476.34615384615375,496.4576923076924
4875,4312708,Nonoai,43,RS,550.3636363636364,515.9263636363635,468.4263636363637,508.8763636363638,520.6563636363635
4876,4312757,Nova Alvorada,43,RS,585.2,524.688,461.68399999999997,494.5360000000001,507.90600000000006
4877,4312807,Nova Araçá,43,RS,623.6666666666666,517.7483333333334,460.47166666666664,511.5283333333333,522.0116666666667
4878,4312906,Nova Bassano,43,RS,615.0387596899225,547.7503875968991,484.4992248062017,517.3651162790699,533.5627906976742
4879,4312955,Nova Boa Vista,43,RS,600.6060606060606,528.3575757575758,473.8636363636364,520.8969696969698,523.2454545454547
4880,4313003,Nova Bréscia,43,RS,610.0,573.0166666666665,491.9916666666667,543.5972222222223,535.0444444444443
4881,4313011,Nova Candelária,43,RS,585.1428571428571,573.5285714285714,491.8971428571428,527.4914285714287,523.2314285714285
4882,4313037,Nova Esperança do Sul,43,RS,577.8,526.9909999999996,475.56700000000006,509.00700000000006,525.9970000000001
4883,4313060,Nova Hartz,43,RS,577.1717171717172,538.3101010101008,476.0929292929289,519.6974747474746,531.9823232323231
4884,4313086,Nova Pádua,43,RS,565.2941176470588,543.5029411764707,484.0264705882352,526.7352941176471,515.3588235294118
4885,4313102,Nova Palma,43,RS,667.5,553.4758333333333,494.6441666666667,520.9666666666667,525.7125
4886,4313201,Nova Petrópolis,43,RS,645.0322580645161,588.7038709677416,527.7606451612904,556.0800000000003,554.8425806451611
4887,4313300,Nova Prata,43,RS,637.9881656804733,544.9571005917159,489.01656804733744,527.7426035502959,533.4834319526628
4888,4313334,Nova Ramada,43,RS,574.6153846153846,544.5076923076923,469.75961538461536,502.7730769230769,516.4365384615386
4889,4313359,Nova Roma do Sul,43,RS,522.5641025641025,515.5641025641027,451.69487179487174,500.1128205128206,510.76923076923066
4890,4313375,Nova Santa Rita,43,RS,532.1452145214521,517.3669966996699,473.65709570957097,511.9980198019802,527.7554455445544
4891,4313391,Novo Cabrais,43,RS,512.3076923076923,514.5358974358975,461.39487179487185,505.0153846153847,503.5692307692308
4892,4313409,Novo Hamburgo,43,RS,601.6220666941128,555.8819267188122,491.2792507204616,535.0207492795389,547.0398929600659
4893,4313425,Novo Machado,43,RS,597.0588235294117,527.2352941176471,487.00588235294117,513.1411764705883,524.1323529411764
4894,4313441,Novo Tiradentes,43,RS,594.5454545454545,518.2818181818183,469.159090909091,497.03181818181815,508.1727272727272
4895,4313466,Novo Xingu,43,RS,573.953488372093,538.339534883721,478.64418604651155,516.7930232558141,531.1767441860464
4896,4313490,Novo Barreiro,43,RS,566.3291139240506,504.21392405063295,458.113924050633,493.3240506329117,501.38987341772145
4897,4313508,Osório,43,RS,608.3307332293292,546.8689547581897,489.8789391575667,526.0199687987521,540.7397815912636
4898,4313607,Paim Filho,43,RS,543.6065573770492,516.8655737704919,481.1950819672131,500.95901639344254,514.1196721311474
4899,4313656,Palmares do Sul,43,RS,525.3932584269663,495.9157303370785,446.99887640449424,487.9056179775282,510.6842696629213
4900,4313706,Palmeira das Missões,43,RS,576.6517189835575,525.9324364723469,477.1559043348281,513.5288490284008,524.9684603886398
4901,4313805,Palmitinho,43,RS,568.1481481481482,506.84629629629626,470.1601851851851,503.42037037037045,504.57962962962955
4902,4313904,Panambi,43,RS,557.2297297297297,535.5379504504504,485.9944819819822,515.1485360360364,524.229954954955
4903,4313953,Pantano Grande,43,RS,571.4285714285714,496.3579831932773,454.5655462184875,511.7075630252104,525.0966386554621
4904,4314001,Paraí,43,RS,634.8888888888889,546.072222222222,482.33555555555535,527.0944444444443,527.5111111111112
4905,4314027,Paraíso do Sul,43,RS,584.8717948717949,525.3384615384617,483.29358974358973,516.1705128205127,515.8551282051282
4906,4314035,Pareci Novo,43,RS,596.1290322580645,558.9935483870968,476.3548387096775,524.3451612903226,537.5225806451612
4907,4314050,Parobé,43,RS,563.4228187919463,520.8857382550331,470.23489932885894,514.3115771812077,528.5166107382553
4908,4314068,Passa Sete,43,RS,647.5,496.9410714285714,463.1303571428572,497.0446428571428,515.6339285714286
4909,4314076,Passo do Sobrado,43,RS,577.6271186440678,528.6661016949153,473.486440677966,516.357627118644,530.7881355932204
4910,4314100,Passo Fundo,43,RS,608.2491706597862,552.0701806118688,497.3601548101737,536.2067453004055,542.9084039808326
4911,4314134,Paulo Bento,43,RS,578.1818181818181,539.6227272727273,490.5727272727272,514.2772727272727,520.9272727272727
4912,4314159,Paverama,43,RS,590.5,562.2425000000001,494.5499999999999,533.295,541.4549999999999
4913,4314175,Pedras Altas,43,RS,532.6315789473684,490.3894736842106,463.9526315789474,481.1789473684211,507.40526315789475
4914,4314209,Pedro Osório,43,RS,565.1327433628319,530.1672566371682,454.23628318584076,500.30530973451323,518.2380530973451
4915,4314308,Pejuçara,43,RS,582.9850746268656,533.5671641791042,477.7746268656717,514.9716417910448,521.231343283582
4916,4314407,Pelotas,43,RS,584.6562652364701,533.3441491955125,488.7152242808411,524.5477815699671,535.5382496343254
4917,4314423,Picada Café,43,RS,611.219512195122,559.619512195122,491.90243902439016,544.4585365853659,550.4707317073171
4918,4314456,Pinhal,43,RS,596.6666666666666,523.1604166666667,488.9395833333333,522.6625000000001,527.7854166666667
4919,4314464,Pinhal da Serra,43,RS,481.0810810810811,482.86486486486496,456.1594594594595,495.1297297297296,500.1297297297297
4920,4314472,Pinhal Grande,43,RS,559.0123456790124,533.0308641975311,482.82592592592596,511.29135802469114,514.8308641975309
4921,4314498,Pinheirinho do Vale,43,RS,585.0,510.2615384615385,451.7096153846154,486.4461538461538,501.4307692307693
4922,4314506,Pinheiro Machado,43,RS,545.9420289855072,514.1753623188406,468.640579710145,503.6268115942032,516.2797101449274
4923,4314548,Pinto Bandeira,43,RS,478.75,530.5500000000001,443.1875000000001,484.65625,508.00000000000006
4924,4314555,Pirapó,43,RS,596.1538461538462,506.4384615384615,433.79230769230765,486.45000000000005,509.0730769230769
4925,4314605,Piratini,43,RS,523.4934497816594,493.50393013100455,456.31965065502186,492.59301310043674,512.3510917030568
4926,4314704,Planalto,43,RS,573.2283464566929,501.89448818897637,450.36377952755913,495.207874015748,509.488976377953
4927,4314753,Poço das Antas,43,RS,632.9411764705883,542.4823529411765,477.95882352941175,514.7764705882353,519.4176470588236
4928,4314779,Pontão,43,RS,582.3255813953489,507.2441860465117,467.2883720930232,520.7674418604652,513.0441860465118
4929,4314787,Ponte Preta,43,RS,529.4736842105264,497.16315789473686,470.2684210526316,490.81578947368433,508.0631578947368
4930,4314803,Portão,43,RS,586.3157894736842,550.681403508772,489.72245614035063,535.4456140350877,543.4915789473687
4931,4314902,Porto Alegre,43,RS,621.1422734026746,568.3131918647875,506.9571926077279,550.8200315750379,555.2624117756324
4932,4315008,Porto Lucena,43,RS,511.8181818181818,525.8681818181817,462.9295454545456,514.5590909090907,524.9863636363639
4933,4315057,Porto Mauá,43,RS,651.25,535.78125,485.15625,526.40625,535.7
4934,4315073,Porto Vera Cruz,43,RS,591.1111111111111,546.0407407407407,501.2851851851851,527.7333333333333,524.1407407407407
4935,4315107,Porto Xavier,43,RS,550.354609929078,520.1120567375885,452.45248226950355,490.2723404255321,507.7276595744679
4936,4315131,Pouso Novo,43,RS,557.3333333333334,506.8666666666667,471.62,516.2199999999999,517.7466666666667
4937,4315149,Presidente Lucena,43,RS,581.5384615384615,547.2076923076922,470.46153846153845,525.2384615384615,532.923076923077
4938,4315156,Progresso,43,RS,542.5,495.755,461.745,486.55249999999995,496.82750000000004
4939,4315172,Protásio Alves,43,RS,601.1111111111111,473.96666666666664,448.72222222222223,480.53888888888883,490.8166666666666
4940,4315206,Putinga,43,RS,633.5849056603773,534.4679245283019,468.2150943396225,516.2943396226417,522.7981132075472
4941,4315305,Quaraí,43,RS,526.0975609756098,515.0512195121952,470.02113821138244,514.9654471544716,527.0158536585369
4942,4315313,Quatro Irmãos,43,RS,495.7142857142857,514.9714285714286,460.0142857142857,496.4000000000001,514.8357142857143
4943,4315321,Quevedos,43,RS,458.4,486.2280000000002,461.6360000000001,487.54799999999994,491.036
4944,4315354,Quinze de Novembro,43,RS,517.1830985915493,531.9253521126759,488.8985915492958,521.73661971831,510.5267605633802
4945,4315404,Redentora,43,RS,517.1428571428571,475.43,437.8214285714286,468.86857142857144,489.1300000000001
4946,4315453,Relvado,43,RS,560.9090909090909,546.2090909090911,485.91363636363644,544.7181818181817,535.9363636363637
4947,4315503,Restinga Sêca,43,RS,595.3409090909091,538.9357954545453,481.32159090909084,523.6914772727273,525.1107954545455
4948,4315552,Rio dos Índios,43,RS,563.3333333333334,484.5833333333333,448.38888888888886,496.3888888888887,498.1111111111111
4949,4315602,Rio Grande,43,RS,566.8640208197788,515.4065061808719,476.27874105400133,511.19129798308404,527.2945998698746
4950,4315701,Rio Pardo,43,RS,571.3664596273292,524.9583850931673,469.51118012422324,508.17577639751573,527.8751552795034
4951,4315750,Riozinho,43,RS,586.875,501.375,459.9812500000001,499.0406250000001,505.85312500000003
4952,4315800,Roca Sales,43,RS,645.8333333333334,592.6416666666667,511.18055555555554,555.5458333333331,546.4277777777777
4953,4315909,Rodeio Bonito,43,RS,582.9268292682926,520.6170731707319,462.4918699186991,507.7195121951221,521.4552845528455
4954,4315958,Rolador,43,RS,526.6666666666666,527.2399999999999,466.4533333333333,491.4533333333333,505.4233333333334
4955,4316006,Rolante,43,RS,584.4827586206897,542.5419540229883,471.84482758620675,533.2195402298848,540.569540229885
4956,4316105,Ronda Alta,43,RS,573.1325301204819,538.027108433735,491.0271084337348,525.6204819277107,526.6409638554218
4957,4316204,Rondinha,43,RS,535.6043956043956,534.5450549450551,466.4648351648353,499.23956043956065,502.1494505494507
4958,4316303,Roque Gonzales,43,RS,583.5443037974684,547.8063291139241,488.97848101265834,522.0481012658229,524.8303797468352
4959,4316402,Rosário do Sul,43,RS,556.9626168224299,512.7567757009343,465.7714953271027,503.19929906542046,522.1191588785045
4960,4316428,Sagrada Família,43,RS,586.6666666666666,499.28,453.2100000000001,484.23666666666674,525.5433333333333
4961,4316436,Saldanha Marinho,43,RS,571.3513513513514,549.408108108108,492.8243243243243,511.48648648648657,522.9432432432434
4962,4316451,Salto do Jacuí,43,RS,593.2,526.0966666666668,474.31199999999984,508.1733333333335,524.0886666666665
4963,4316477,Salvador das Missões,43,RS,573.8181818181819,558.1072727272727,491.9018181818182,514.0745454545455,527.7236363636364
4964,4316501,Salvador do Sul,43,RS,619.1428571428571,573.5342857142855,494.04285714285714,531.3485714285713,540.5814285714284
4965,4316600,Sananduva,43,RS,623.2394366197183,543.205633802817,472.79084507042296,518.0535211267603,523.2126760563381
4966,4316709,Santa Bárbara do Sul,43,RS,565.8119658119658,521.3794871794873,473.38119658119655,516.6991452991452,520.4384615384618
4967,4316733,Santa Cecília do Sul,43,RS,552.5,525.95625,468.3875,516.0500000000001,515.3000000000001
4968,4316758,Santa Clara do Sul,43,RS,588.6666666666666,572.7299999999999,502.55333333333334,535.7933333333334,541.7066666666667
4969,4316808,Santa Cruz do Sul,43,RS,652.1637426900585,577.6041585445092,506.9972709551663,548.3935672514623,553.1344379467182
4970,4316907,Santa Maria,43,RS,626.1818687430479,562.1263209121231,507.72630700778683,546.1773915461629,548.622705784203
4971,4316956,Santa Maria do Herval,43,RS,567.6190476190476,579.2142857142857,488.2380952380953,537.1095238095238,547.8190476190475
4972,4316972,Santa Margarida do Sul,43,RS,626.6666666666666,571.9444444444445,500.53333333333336,525.9777777777778,532.6555555555556
4973,4317004,Santana da Boa Vista,43,RS,495.0,498.43125000000026,455.4687500000001,489.4349999999998,506.52000000000027
4974,4317103,Sant'Ana do Livramento,43,RS,539.2875989445911,507.53555408970925,462.7197889182057,506.04802110817985,522.6519129287599
4975,4317202,Santa Rosa,43,RS,628.3644510828976,556.6029126213591,499.2578790141898,539.9216579536971,542.9025392083656
4976,4317251,Santa Tereza,43,RS,620.0,509.86,491.88,526.08,514.92
4977,4317301,Santa Vitória do Palmar,43,RS,518.4297520661157,497.7830578512399,458.28243801652906,488.5336776859506,508.24070247933884
4978,4317400,Santiago,43,RS,570.5744680851063,527.9741489361701,482.9376595744683,526.9275531914897,532.2871276595749
4979,4317509,Santo Ângelo,43,RS,583.1763766959298,545.0628092577816,488.0575418994412,526.257063048683,535.7667996807656
4980,4317558,Santo Antônio do Palma,43,RS,593.8461538461538,512.8538461538462,477.5923076923076,497.86153846153854,501.0807692307691
4981,4317608,Santo Antônio da Patrulha,43,RS,550.6439393939394,513.2981060606061,466.92689393939384,508.058901515152,521.6554924242422
4982,4317707,Santo Antônio das Missões,43,RS,522.1276595744681,483.15851063829774,460.59468085106386,494.82659574468113,509.1351063829791
4983,4317756,Santo Antônio do Planalto,43,RS,558.0,506.0966666666667,467.1833333333333,509.66666666666674,514.2
4984,4317806,Santo Augusto,43,RS,577.2972972972973,534.0952702702698,489.9736486486487,527.5760135135134,529.1047297297297
4985,4317905,Santo Cristo,43,RS,614.8181818181819,566.4659090909091,495.7227272727272,534.9990909090911,536.1213636363635
4986,4317954,Santo Expedito do Sul,43,RS,660.952380952381,532.5523809523811,476.4071428571429,513.7976190476189,523.5833333333334
4987,4318002,São Borja,43,RS,533.6134453781513,496.5745607333849,458.80687547746356,507.5322383498853,522.7114591291062
4988,4318051,São Domingos do Sul,43,RS,722.3728813559322,553.249152542373,497.38983050847446,530.3372881355932,519.6711864406781
4989,4318101,São Francisco de Assis,43,RS,530.3559870550162,500.26601941747566,461.81974110032377,490.6624595469256,508.7864077669901
4990,4318200,São Francisco de Paula,43,RS,571.0909090909091,504.84090909090895,467.2190909090908,510.0290909090906,523.2536363636365
4991,4318309,São Gabriel,43,RS,540.466472303207,522.0965014577257,472.49489795918385,515.6189504373177,528.9555393586002
4992,4318408,São Jerônimo,43,RS,541.8133333333334,512.1866666666664,463.4314666666668,506.12906666666686,522.621866666667
4993,4318424,São João da Urtiga,43,RS,632.2388059701492,516.865671641791,466.1104477611944,498.0477611940298,516.0179104477611
4994,4318432,São João do Polêsine,43,RS,621.2765957446809,560.4063829787235,493.65957446808505,525.012765957447,522.3021276595745
4995,4318440,São Jorge,43,RS,612.0,522.5933333333335,466.78000000000003,512.2577777777778,516.6155555555555
4996,4318457,São José das Missões,43,RS,539.4736842105264,485.7263157894736,445.52105263157904,474.30263157894746,491.6210526315789
4997,4318465,São José do Herval,43,RS,570.9090909090909,447.58181818181816,439.45454545454555,492.32727272727277,491.2363636363636
